Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)",Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,"Total 
Enrollment
(Grades 9-12)","CALPADS Unduplicated 
Pupil Count
(CUPC)
(Grades 9-12)","CALPADS Unduplicated Pupil Percentage (CUPP)
(Grades 9-12)","CUPP 
75% or more
(Grades 9-12)
(Y/N)","CALPADS Fall 1 
Certification Status 
(Y/N)"
2021-2022,52,10520,6069462,Tehama,Tehama County Department of Education,Tehama County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,Adult,19,8,42.11%,N,Y
2021-2022,37,68338,0108787,San Diego,San Diego Unified,High Tech High Media Arts,Unified School District,High Schools (Public),Traditional,N/A,Yes,0622,Directly funded,Y,9,12,394,166,42.13%,N,Y
2021-2022,39,75499,3938008,San Joaquin,Tracy Joint Unified,Tracy High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,803",760,42.15%,N,Y
2021-2022,29,66357,2935500,Nevada,Nevada Joint Union High,Nevada Union High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,477",625,42.32%,N,Y
2021-2022,19,64733,0108928,Los Angeles,Los Angeles Unified,Larchmont Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0717,Directly funded,Y,K,12,515,218,42.33%,N,Y
2021-2022,19,64576,1933597,Los Angeles,Glendora Unified,Glendora High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,325",986,42.41%,N,Y
2021-2022,19,64246,1937051,Los Angeles,Antelope Valley Union High,Quartz Hill High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"3,031","1,287",42.46%,N,Y
2021-2022,28,66290,2837102,Napa,Saint Helena Unified,Saint Helena High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,463,197,42.55%,N,Y
2021-2022,19,65060,1936277,Los Angeles,Torrance Unified,North High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,748",745,42.62%,N,Y
2021-2022,34,67447,3430758,Sacramento,San Juan Unified,San Juan Choices Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0275,Locally funded,N,6,12,150,64,42.67%,N,Y
2021-2022,36,67652,3630571,San Bernardino,Chaffey Joint Union High,Rancho Cucamonga High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,398","1,450",42.67%,N,Y
2021-2022,39,68650,0125849,San Joaquin,Ripon Unified,California Connections Academy @ Ripon,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1398,Directly funded,Y,K,12,750,320,42.67%,N,Y
2021-2022,32,66969,3236007,Plumas,Plumas Unified,Quincy Junior/Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,12,234,100,42.74%,N,Y
2021-2022,43,69401,0000000,Santa Clara,Campbell Union High,District Office,High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Adult,234,100,42.74%,N,Y
2021-2022,39,68585,0101956,San Joaquin,Lodi Unified,Aspire Benjamin Holt College Preparatory Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0565,Directly funded,Y,9,12,621,266,42.83%,N,Y
2021-2022,19,75341,0116285,Los Angeles,Redondo Beach Unified,Redondo Beach Learning Academy,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,9,12,7,3,42.86%,N,Y
2021-2022,04,61432,0433201,Butte,Durham Unified,Durham High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,301,129,42.86%,N,Y
2021-2022,34,75283,0000001,Sacramento,Natomas Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,3,42.86%,N,Y
2021-2022,19,65060,0110320,Los Angeles,Torrance Unified,Gene Drevno Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,7,12,14,6,42.86%,N,Y
2021-2022,43,69674,0000001,Santa Clara,Santa Clara Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,9,42.86%,N,Y
2021-2022,34,67314,0000001,Sacramento,Elk Grove Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,112,48,42.86%,N,Y
2021-2022,30,10306,6069553,Orange,Orange County Department of Education,Orange County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,198,85,42.93%,N,Y
2021-2022,41,69047,4136370,San Mateo,San Mateo Union High,San Mateo High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,669",717,42.96%,N,Y
2021-2022,15,63628,0134312,Kern,Maricopa Unified,Blue Ridge Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1816,Directly funded,Y,K,12,"1,151",495,43.01%,N,Y
2021-2022,55,72413,5536750,Tuolumne,Summerville Union High,Summerville High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,430,185,43.02%,N,Y
2021-2022,30,66464,0106765,Orange,Capistrano Unified,California Connections Academy Southern California,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0664,Directly funded,Y,K,12,"2,272",979,43.09%,N,Y
2021-2022,37,68411,3731627,San Diego,Sweetwater Union High,Otay Ranch Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,515","1,084",43.10%,N,Y
2021-2022,03,73981,0330050,Amador,Amador County Unified,North Star Independent Study,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No,N/A,N/A,N,K,12,58,25,43.10%,N,Y
2021-2022,23,65581,2333185,Mendocino,Mendocino Unified,Mendocino High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,160,69,43.13%,N,Y
2021-2022,34,75283,0112425,Sacramento,Natomas Unified,Natomas Pacific Pathways Prep,Unified School District,High Schools (Public),Traditional,N/A,Yes,0823,Locally funded,N,9,12,632,273,43.20%,N,Y
2021-2022,09,73783,0930073,El Dorado,Black Oak Mine Unified,Golden Sierra Junior Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,326,141,43.25%,N,Y
2021-2022,37,68106,3731023,San Diego,Escondido Union High,Escondido Charter High,High School District,High Schools (Public),Traditional,N/A,Yes,0109,Directly funded,Y,9,12,940,407,43.30%,N,Y
2021-2022,58,72728,6115935,Yuba,Camptonville Elementary,CORE Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0165,Directly funded,Y,K,12,173,75,43.35%,N,Y
2021-2022,45,69989,4533600,Shasta,Fall River Joint Unified,Fall River Junior-Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,166,72,43.37%,N,Y
2021-2022,57,10579,6077275,Yolo,Yolo County Office of Education,Yolo County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,76,33,43.42%,N,Y
2021-2022,19,76869,0128728,Los Angeles,Wiseburn Unified,Da Vinci Connect,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1597,Directly funded,Y,K,12,228,99,43.42%,N,Y
2021-2022,10,75275,6112544,Fresno,Sierra Unified,Sierra@Home,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,46,20,43.48%,N,Y
2021-2022,51,71407,0109793,Sutter,Marcum-Illinois Union Elementary,South Sutter Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,0724,Directly funded,Y,K,12,639,278,43.51%,N,Y
2021-2022,19,64733,0100677,Los Angeles,Los Angeles Unified,High Tech LA,Unified School District,High Schools (Public),Traditional,N/A,Yes,0537,Directly funded,Y,9,12,372,162,43.55%,N,Y
2021-2022,21,65466,2134005,Marin,San Rafael City High,Terra Linda High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,200",523,43.58%,N,Y
2021-2022,44,69823,4430096,Santa Cruz,Santa Cruz City High,Ark Independent Studies,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,6,12,78,34,43.59%,N,Y
2021-2022,32,66969,3230083,Plumas,Plumas Unified,Plumas Charter,Unified School District,K-12 Schools (Public),Traditional,CEP,Yes,0146,Directly funded,Y,K,12,119,52,43.70%,N,Y
2021-2022,48,70540,0122093,Solano,Fairfield-Suisun Unified,H. Glenn Richardson,Unified School District,Special Education Schools (Public),District Special Education Consortia School,N/A,No ,N/A,N/A,N,K,12,16,7,43.75%,N,Y
2021-2022,37,68130,0000001,San Diego,Grossmont Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,28,43.75%,N,Y
2021-2022,43,69583,0000001,Santa Clara,Morgan Hill Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,7,43.75%,N,Y
2021-2022,05,10058,6077150,Calaveras,Calaveras County Office of Education,Calaveras County Special Education (SELPA),County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,Adult,16,7,43.75%,N,Y
2021-2022,19,64246,0000001,Los Angeles,Antelope Valley Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,14,43.75%,N,Y
2021-2022,44,69799,4430518,Santa Cruz,Pajaro Valley Unified,Aptos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,419",621,43.76%,N,Y
2021-2022,49,70862,4930012,Sonoma,Petaluma Joint Union High,Casa Grande High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,725",756,43.83%,N,Y
2021-2022,31,66951,0139246,Placer,Western Placer Unified,ATLAS Learning Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,41,18,43.90%,N,Y
2021-2022,31,75085,3130200,Placer,Rocklin Unified,Victory High,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,82,36,43.90%,N,Y
2021-2022,33,75200,0102079,Riverside,Murrieta Valley Unified,Murrieta Canyon Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,214,94,43.93%,N,Y
2021-2022,30,66431,3030038,Orange,Anaheim Union High,Cypress High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,865","1,259",43.94%,N,Y
2021-2022,51,71456,0133934,Sutter,Winship-Robbins,Feather River Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1801,Directly funded,Y,K,12,380,167,43.95%,N,Y
2021-2022,41,69062,4136693,San Mateo,Sequoia Union High,Sequoia High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,945",855,43.96%,N,Y
2021-2022,10,10108,0111682,Fresno,Fresno County Office of Education,Hume Lake Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0787,Directly funded,Y,K,12,25,11,44.00%,N,Y
2021-2022,41,69070,4137279,San Mateo,South San Francisco Unified,South San Francisco High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,320",581,44.02%,N,Y
2021-2022,07,10074,0107342,Contra Costa,Contra Costa County Office of Education,CCCOE Special Education Programs,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,84,37,44.05%,N,Y
2021-2022,37,68130,3737905,San Diego,Grossmont Union High,Santana High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,754",776,44.24%,N,Y
2021-2022,37,76471,0114694,San Diego,SBC - High Tech High,High Tech High North County,Statewide Benefit Charter,High Schools (Public),Traditional,N/A,Yes,0756,Directly funded,N,9,12,420,186,44.29%,N,Y
2021-2022,21,65482,2134419,Marin,Tamalpais Union High,San Andreas High (Continuation),High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,10,12,70,31,44.29%,N,Y
2021-2022,09,61903,0937805,El Dorado,Lake Tahoe Unified,South Tahoe High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,156",513,44.38%,N,Y
2021-2022,20,75606,0117010,Madera,Chawanakee Unified,Minarets High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,223,99,44.39%,N,Y
2021-2022,48,70532,4832259,Solano,Dixon Unified,Dixon High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,051",467,44.43%,N,Y
2021-2022,31,75085,0000001,Placer,Rocklin Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,4,44.44%,N,Y
2021-2022,18,64089,1831601,Lassen,Big Valley Joint Unified,Big Valley Jr. Sr. High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,7,12,36,16,44.44%,N,Y
2021-2022,31,66944,3130077,Placer,Tahoe-Truckee Unified,Sierra High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,27,12,44.44%,N,Y
2021-2022,37,68163,0128421,San Diego,Julian Union Elementary,Harbor Springs Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1589,Directly funded,Y,K,12,27,12,44.44%,N,Y
2021-2022,49,75390,0000001,Sonoma,Healdsburg Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,4,44.44%,N,Y
2021-2022,19,64527,0000001,Los Angeles,El Rancho Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,4,44.44%,N,Y
2021-2022,30,66514,0000001,Orange,Fullerton Joint Union High,"Nonpublic, Nonsectarian Schools",High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18,8,44.44%,N,Y
2021-2022,19,64808,0000001,Los Angeles,Montebello Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27,12,44.44%,N,Y
2021-2022,37,68338,3730173,San Diego,San Diego Unified,Canyon Hills High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,345",600,44.61%,N,Y
2021-2022,30,66522,3035581,Orange,Garden Grove Unified,Pacifica High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,648",736,44.66%,N,Y
2021-2022,28,66266,2830016,Napa,Napa Valley Unified,Vintage High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,853",828,44.68%,N,Y
2021-2022,31,66894,0138081,Placer,Placer Union High,Maidu Virtual Charter Academy,High School District,High Schools (Public),Traditional,N/A,Yes,1976,Locally funded,N,9,12,132,59,44.70%,N,Y
2021-2022,37,76471,0114678,San Diego,SBC - High Tech High,High Tech High Chula Vista,Statewide Benefit Charter,High Schools (Public),Traditional,N/A,Yes,0756,Directly funded,N,9,12,624,279,44.71%,N,Y
2021-2022,07,61663,0130930,Contra Costa,Byron Union Elementary,Vista Oaks Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1684,Directly funded,Y,K,12,275,123,44.73%,N,Y
2021-2022,09,61838,0139006,El Dorado,Buckeye Union Elementary,Cottonwood,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1964,Directly funded,Y,K,12,505,226,44.75%,N,Y
2021-2022,01,61192,0000001,Alameda,Hayward Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,13,44.83%,N,Y
2021-2022,58,72736,5830138,Yuba,Marysville Joint Unified,Marysville Charter Academy for the Arts,Unified School District,High Schools (Public),Traditional,N/A,Yes,0306,Locally funded,N,7,12,232,104,44.83%,N,Y
2021-2022,26,73692,2630010,Mono,Mammoth Unified,Mammoth High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,363,163,44.90%,N,Y
2021-2022,33,67082,0000000,Riverside,Hemet Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,60,27,45.00%,N,Y
2021-2022,37,68049,0132506,San Diego,Dehesa Elementary,Cabrillo Point Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1748,Directly funded,Y,K,12,713,321,45.02%,N,Y
2021-2022,30,66449,3030624,Orange,Brea-Olinda Unified,Brea Canyon High (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,71,32,45.07%,N,Y
2021-2022,31,66894,3135704,Placer,Placer Union High,Placer High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"1,389",626,45.07%,N,Y
2021-2022,19,65136,1931492,Los Angeles,William S. Hart Union High,Canyon High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,959",883,45.07%,N,Y
2021-2022,19,65052,1995976,Los Angeles,Temple City Unified,Temple City Virtual Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,71,32,45.07%,N,Y
2021-2022,19,73460,1937747,Los Angeles,Walnut Valley Unified,Ron Hockwalt Academies (Continuation),Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,51,23,45.10%,N,Y
2021-2022,01,61242,0134668,Alameda,New Haven Unified,James Logan High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,424","1,545",45.12%,N,Y
2021-2022,12,62679,0137653,Humboldt,Arcata Elementary,Redwood Coast Montessori,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1496,Directly funded,Y,K,12,31,14,45.16%,N,Y
2021-2022,34,67447,0000000,Sacramento,San Juan Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,31,14,45.16%,N,Y
2021-2022,57,72702,0139436,Yolo,Winters Joint Unified,Compass Charter School of Yolo,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,2059,Directly funded,Y,K,12,93,42,45.16%,N,Y
2021-2022,19,64212,1930056,Los Angeles,ABC Unified,Cerritos High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,345","1,059",45.16%,N,Y
2021-2022,34,67439,0101899,Sacramento,Sacramento City Unified,George Washington Carver School of Arts and Science,Unified School District,High Schools (Public),Traditional,N/A,Yes,0588,Locally funded,N,9,12,259,117,45.17%,N,Y
2021-2022,19,65136,0102459,Los Angeles,William S. Hart Union High,Golden Valley High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,138",966,45.18%,N,Y
2021-2022,43,69583,4333951,Santa Clara,Morgan Hill Unified,Live Oak High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,157",523,45.20%,N,Y
2021-2022,15,63826,1536135,Kern,Tehachapi Unified,Tehachapi High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,263",571,45.21%,N,Y
2021-2022,34,67330,0140699,Sacramento,Folsom-Cordova Unified,Innovations Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,12,42,19,45.24%,N,Y
2021-2022,33,67124,3330438,Riverside,Moreno Valley Unified,Valley View High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,912","1,319",45.30%,N,Y
2021-2022,34,67447,3432051,Sacramento,San Juan Unified,Del Campo High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,664",754,45.31%,N,Y
2021-2022,43,69484,0114496,Santa Clara,Gilroy Unified,Dr. TJ Owens Gilroy Early College Academy,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,289,131,45.33%,N,Y
2021-2022,37,10371,0137752,San Diego,San Diego County Office of Education,Dimensions Collaborative,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,1946,Directly funded,Y,K,12,130,59,45.38%,N,Y
2021-2022,36,67652,3630373,San Bernardino,Chaffey Joint Union High,Etiwanda High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"3,660","1,661",45.38%,N,Y
2021-2022,50,71175,0000000,Stanislaus,Modesto City High,District Office,High School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6,Adult,77,35,45.45%,N,Y
2021-2022,30,66464,0140061,Orange,Capistrano Unified,OCASA College Prep,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,2084,Directly funded,Y,6,12,22,10,45.45%,N,Y
2021-2022,36,67959,0000001,San Bernardino,Yucaipa-Calimesa Joint Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11,5,45.45%,N,Y
2021-2022,30,66621,3031952,Orange,Orange Unified,El Modena High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,027",924,45.58%,N,Y
2021-2022,34,67314,3430618,Sacramento,Elk Grove Unified,Sheldon High,Unified School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,565","1,171",45.65%,N,Y
2021-2022,19,64444,1932201,Los Angeles,Culver City Unified,Culver City High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,228","1,017",45.65%,N,Y
2021-2022,10,62117,0118018,Fresno,Clovis Unified,Clovis Online Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1006,Locally funded,N,K,12,519,237,45.66%,N,Y
2021-2022,37,68049,0136416,San Diego,Dehesa Elementary,Pacific Coast Academy,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1892,Directly funded,Y,K,12,628,287,45.70%,N,Y
2021-2022,09,61853,0934554,El Dorado,El Dorado Union High,Independence Continuation,High School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,105,48,45.71%,N,Y
2021-2022,37,73791,3730793,San Diego,San Marcos Unified,Foothills High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,83,38,45.78%,N,Y
2021-2022,31,66928,3130119,Placer,Roseville Joint Union High,Independence High (Alternative),High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,323,148,45.82%,N,Y
2021-2022,55,72389,5530043,Tuolumne,Sonora Union High,Theodore Bird High,High School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,9,12,96,44,45.83%,N,Y
2021-2022,19,64881,0000000,Los Angeles,Pasadena Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K,Adult,48,22,45.83%,N,Y
2021-2022,54,72256,5434527,Tulare,Visalia Unified,Redwood High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,470","1,132",45.83%,N,Y
2021-2022,37,68411,3730405,San Diego,Sweetwater Union High,Bonita Vista Senior High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,235","1,027",45.95%,N,Y
2021-2022,09,61853,0930164,El Dorado,El Dorado Union High,Union Mine High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,125",518,46.04%,N,Y
2021-2022,30,66548,3034410,Orange,Huntington Beach Union High,Marina High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,265","1,044",46.09%,N,Y
2021-2022,19,64642,0136127,Los Angeles,Keppel Union Elementary,Sage Oak Charter School- Keppel,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1886,Directly funded,Y,K,12,39,18,46.15%,N,Y
2021-2022,54,72256,0000000,Tulare,Visalia Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,39,18,46.15%,N,Y
2021-2022,53,73833,5337423,Trinity,Southern Trinity Joint Unified,Southern Trinity High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,26,12,46.15%,N,Y
2021-2022,33,67207,3330727,Riverside,Perris Union High,Paloma Valley High,High School District,High Schools (Public),Traditional,Not Participating,No ,N/A,N/A,N,9,12,"2,919","1,349",46.21%,N,Y
2021-2022,39,75499,0139949,San Joaquin,Tracy Joint Unified,Tracy Independent Study Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,2090,Locally funded,N,K,12,119,55,46.22%,N,Y
2021-2022,01,61176,0130435,Alameda,Fremont Unified,Vista Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,7,12,93,43,46.24%,N,Y
2021-2022,49,75358,0138263,Sonoma,Windsor Unified,North Bay Met Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,67,31,46.27%,N,Y
2021-2022,37,68338,3730314,San Diego,San Diego Unified,University City High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,718",795,46.27%,N,Y
2021-2022,42,76786,4231726,Santa Barbara,Santa Barbara Unified,Dos Pueblos Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,020",935,46.29%,N,Y
2021-2022,15,10157,1530492,Kern,Kern County Office of Education,Valley Oaks Charter,County Office of Education (COE),K-12 Schools (Public),Traditional,N/A,Yes,0332,Locally funded,N,K,12,341,158,46.33%,N,Y
2021-2022,30,73635,3030244,Orange,Saddleback Valley Unified,Laguna Hills High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,437",666,46.35%,N,Y
2021-2022,30,66621,0140293,Orange,Orange Unified,OUSD EDGE Virtual Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,12,138,64,46.38%,N,Y
2021-2022,15,63628,0138131,Kern,Maricopa Unified,Heartland Charter,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,1998,Directly funded,Y,K,12,758,352,46.44%,N,Y
2021-2022,12,62687,1235209,Humboldt,Northern Humboldt Union High,McKinleyville High,High School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,538,250,46.47%,N,Y
2021-2022,19,64733,0133603,Los Angeles,Los Angeles Unified,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",Unified School District,K-12 Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,12,299,139,46.49%,N,Y
2021-2022,30,73643,0000000,Orange,Tustin Unified,District Office,Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P,Adult,86,40,46.51%,N,Y
2021-2022,10,62117,1030196,Fresno,Clovis Unified,Clovis West High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,096",975,46.52%,N,Y
2021-2022,34,75283,0102236,Sacramento,Natomas Unified,Inderkum High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,347","1,095",46.66%,N,Y
